Stage,Timestamp,Luminance,PupilDiameterLeft,PupilDiameterRight,GazeLeftX,GazeLeftY,GazeLeftZ,GazeRightX,GazeRightY,GazeRightZ
Calibration,181804.000,0.05099837,4.553513,4.360443,-0.131897,-0.0229187,0.9909821,0.015625,-0.01535034,0.9997559,
Calibration,181913.000,0.05099837,4.560944,4.354904,-0.1330109,-0.02568054,0.9907684,0.006256104,-0.0209198,0.9997559,
Calibration,182004.000,0.1098479,4.562012,4.352768,-0.1301422,-0.02497864,0.9911652,-0.003631592,-0.02389526,0.9996948,
Calibration,182104.000,0.1098479,4.625397,4.28656,-0.1181488,-0.02919006,0.9925537,-0.01560974,-0.02555847,0.9995422,
Calibration,182212.000,0.1098479,4.614807,4.368225,-0.1212616,-0.02659607,0.9922485,-0.02062988,-0.02394104,0.9994965,
Calibration,182312.000,0.1098479,4.534668,4.171448,-0.1188812,-0.03118896,0.9924164,-0.03057861,-0.02740479,0.9991455,
Calibration,182412.000,0.1098479,4.085068,3.85379,-0.1154327,-0.03547668,0.9926758,-0.0401001,-0.03161621,0.9986877,
Calibration,182512.000,0.1098479,3.938019,3.623611,-0.1097412,-0.04112244,0.993103,-0.03610229,-0.04017639,0.9985352,
Calibration,182612.000,0.1098479,3.762466,3.547089,-0.1038666,-0.03877258,0.9938202,-0.03919983,-0.04335022,0.9982758,
Calibration,182712.000,0.1098479,3.733292,3.510681,-0.1039124,-0.0401001,0.9937744,-0.04046631,-0.04269409,0.9982605,
Calibration,182804.000,0.1098479,3.779739,3.462967,-0.1065674,-0.04335022,0.9933472,-0.04277039,-0.03973389,0.998291,
Calibration,182912.000,0.1098479,3.832397,3.533325,-0.1075745,-0.04460144,0.9931793,-0.04624939,-0.04049683,0.9981079,
Calibration,183012.000,0.1098479,4.006927,3.580017,-0.07373047,-0.04641724,0.9961853,-0.0163269,-0.05397034,0.9983978,
Calibration,183112.000,0.1098479,4.055954,3.609314,-0.07705688,-0.04627991,0.9959412,-0.01435852,-0.05249023,0.9985046,
Calibration,183212.000,0.1098479,4.085266,3.706726,-0.07684326,-0.04452515,0.996048,-0.01213074,-0.05200195,0.9985657,
Calibration,183312.000,0.1098479,4.184891,3.771042,-0.07824707,-0.04197693,0.996048,-0.01695251,-0.04789734,0.998703,
Calibration,183412.000,0.1098479,4.236115,3.822266,-0.07873535,-0.04292297,0.9959564,-0.01907349,-0.05200195,0.9984589,
Calibration,183512.000,0.1098479,4.273071,3.919159,-0.07794189,-0.04856873,0.9957733,-0.01965332,-0.05476379,0.998291,
Calibration,183612.000,0.1098479,4.333878,3.912796,-0.07887268,-0.04878235,0.9956818,-0.0171051,-0.05680847,0.99823,
Calibration,183712.000,0.1098479,4.35672,3.962723,-0.07904053,-0.04803467,0.9957123,-0.01623535,-0.0572052,0.99823,
Calibration,183812.000,0.1098479,4.351166,3.98674,-0.0802002,-0.05377197,0.9953156,-0.01480103,-0.05712891,0.9982452,
Calibration,183912.000,0.1098479,4.340652,4.017746,-0.07893372,-0.05419922,0.9953918,-0.01634216,-0.05717468,0.9982147,
Calibration,184020.000,0.1803238,4.364929,4.057877,-0.0788269,-0.05661011,0.9952698,-0.01960754,-0.05630493,0.9982147,
Calibration,184120.000,0.1803238,4.391464,4.095764,-0.07905579,-0.05886841,0.9951172,-0.02194214,-0.05229187,0.9983826,
Calibration,184220.000,0.1803238,4.380386,4.097931,-0.0793457,-0.05648804,0.9952393,-0.01956177,-0.05053711,0.9985199,
Calibration,184337.000,0.1803238,3.951202,3.822983,-0.07820129,-0.04873657,0.9957428,-0.02445984,-0.04966736,0.9984589,
Calibration,184437.000,0.1803238,-1,-1,0,0,0,0,0,0,
Calibration,184545.000,0.1803238,3.402283,3.137894,-0.06945801,-0.02326965,0.9972992,-0.004486084,-0.02738953,0.9996033,
Calibration,184645.000,0.1803238,3.319336,3.09462,-0.06887817,-0.03398132,0.9970398,-0.004394531,-0.01377869,0.9998932,
Calibration,184745.000,0.1803238,3.344696,3.035751,-0.07272339,-0.02508545,0.9970245,-0.002914429,-0.01808167,0.9998322,
Calibration,184845.000,0.1803238,3.374573,3.133621,-0.0801239,-0.02127075,0.9965515,-0.003158569,-0.02243042,0.9997406,
Calibration,184954.000,0.1803238,3.401978,3.167603,-0.08265686,-0.02012634,0.9963684,-0.001464844,-0.02267456,0.9997406,
Calibration,185054.000,0.1803238,3.461472,3.203629,-0.08624268,-0.02098083,0.996048,0.00352478,-0.02584839,0.999649,
Calibration,185154.000,0.1803238,3.497269,3.152664,-0.08776855,-0.02030945,0.9959259,0.003234863,-0.02661133,0.9996338,
Calibration,185262.000,0.1803238,3.469025,3.159973,-0.08525085,-0.02200317,0.996109,0.002197266,-0.02633667,0.999649,
Calibration,185362.000,0.1803238,3.403366,3.167786,-0.08508301,-0.02053833,0.9961548,-0.003387451,-0.02401733,0.9996948,
Calibration,185470.000,0.1803238,3.461258,3.173706,-0.08599854,-0.02125549,0.9960632,-0.0006866455,-0.02311707,0.9997253,
Calibration,185562.000,0.1803238,3.463501,3.138611,-0.08795166,-0.02392578,0.9958344,-0.002960205,-0.02381897,0.9997101,
Calibration,185662.000,0.1803238,3.468658,3.170303,-0.08705139,-0.02128601,0.9959717,-0.002334595,-0.02629089,0.999649,
Calibration,185770.000,0.1803238,3.492462,3.199875,-0.08605957,-0.02128601,0.996048,-0.001556396,-0.02609253,0.999649,
Calibration,185878.000,0.1803238,3.515488,3.203903,-0.08543396,-0.0224762,0.9960785,-0.003768921,-0.02752686,0.9996033,
Calibration,185970.000,0.1803238,3.503235,3.201385,-0.08499146,-0.02410889,0.9960785,-0.006271362,-0.0262146,0.9996338,
Calibration,186070.000,0.2392521,3.515564,3.208466,-0.08480835,-0.02416992,0.9960938,-0.01351929,-0.0271759,0.999527,
Calibration,186170.000,0.2392521,3.545731,3.183044,-0.08122253,-0.02474976,0.9963837,-0.01696777,-0.02734375,0.9994812,
Calibration,186270.000,0.2392521,3.445892,3.112625,-0.08209229,-0.02366638,0.9963379,-0.02185059,-0.02502441,0.9994354,
Calibration,186378.000,0.2392521,3.215408,2.962616,-0.07444763,-0.02970886,0.9967804,-0.02339172,-0.02716064,0.9993439,
Calibration,186470.000,0.2392521,3.014557,2.901794,-0.07244873,-0.03385925,0.9967957,-0.02497864,-0.02827454,0.9992828,
Calibration,186578.000,0.2392521,2.931732,2.851105,-0.07237244,-0.03527832,0.9967499,-0.02378845,-0.02842712,0.9992981,
Calibration,186678.000,0.2392521,2.914093,2.821884,-0.06948853,-0.03994751,0.9967804,-0.02528381,-0.03070068,0.9992065,
Calibration,186770.000,0.2392521,2.890823,2.849991,-0.06973267,-0.04075623,0.9967194,-0.02770996,-0.03063965,0.9991455,
Calibration,186878.000,0.2392521,3.020218,2.901001,-0.06671143,-0.02937317,0.9973297,-0.02697754,-0.0294342,0.9991913,
Calibration,186978.000,0.2392521,3.002823,2.877548,-0.06834412,-0.02894592,0.9972382,-0.02742004,-0.03042603,0.9991455,
Calibration,187086.000,0.2392521,3.019577,2.877197,-0.06648254,-0.03050232,0.9973145,-0.02656555,-0.02690125,0.9992828,
Calibration,187186.000,0.2392521,3.097137,2.89241,-0.0715332,-0.02796936,0.9970398,-0.02684021,-0.02484131,0.9993286,
Calibration,187286.000,0.2392521,3.080261,2.880203,-0.07189941,-0.03204346,0.9968872,-0.02760315,-0.02560425,0.9992828,
Calibration,187395.000,0.2392521,3.107056,2.90387,-0.07252502,-0.03219604,0.9968414,-0.02655029,-0.02655029,0.9992828,
Calibration,187495.000,0.2392521,3.137054,2.917786,-0.073349,-0.0319519,0.9967804,-0.02481079,-0.03034973,0.9992218,
Calibration,187595.000,0.2392521,3.156219,2.922379,-0.07720947,-0.02778625,0.9966125,-0.02557373,-0.02915955,0.9992371,
Calibration,187695.000,0.2392521,3.144867,2.912857,-0.08039856,-0.02563477,0.9964294,-0.02328491,-0.03018188,0.9992676,
Calibration,187795.000,0.2392521,3.078247,2.916565,-0.08256531,-0.02423096,0.9962769,-0.02281189,-0.02598572,0.9993896,
Calibration,187895.000,0.2392521,3.132721,2.916046,-0.08746338,-0.02490234,0.9958496,-0.02474976,-0.02598572,0.9993439,
Calibration,187995.000,0.29402,3.123795,2.916824,-0.08737183,-0.02694702,0.9958038,-0.02523804,-0.02523804,0.9993591,
Calibration,188095.000,0.29402,3.124771,2.93869,-0.08609009,-0.02375793,0.9960022,-0.02760315,-0.02520752,0.9992981,
Calibration,188195.000,0.29402,3.127548,2.958817,-0.08578491,-0.02381897,0.9960175,-0.02766418,-0.02368164,0.9993286,
Calibration,188303.000,0.29402,3.127365,2.930191,-0.08613586,-0.02641296,0.9959259,-0.02737427,-0.02375793,0.9993286,
Calibration,188411.000,0.29402,2.964142,2.805313,-0.08325195,-0.03027344,0.9960632,-0.03620911,-0.02532959,0.9990082,
Calibration,188511.000,0.29402,2.874557,2.709747,-0.08451843,-0.03225708,0.9958954,-0.03134155,-0.02697754,0.9991302,
Calibration,188611.000,0.29402,2.828781,2.682739,-0.08595276,-0.03042603,0.9958191,-0.03230286,-0.02909851,0.999054,
Calibration,188711.000,0.29402,2.843994,2.683746,-0.08453369,-0.0304718,0.9959412,-0.03269958,-0.02581787,0.9991302,
Calibration,188811.000,0.29402,2.877045,2.717224,-0.08425903,-0.03033447,0.9959717,-0.03356934,-0.02816772,0.9990387,
Calibration,188919.000,0.29402,2.953995,2.741562,-0.0783844,-0.02781677,0.996521,-0.03227234,-0.02528381,0.9991455,
Calibration,189028.000,0.29402,2.966782,2.75827,-0.08079529,-0.02651978,0.9963684,-0.03187561,-0.02700806,0.999115,
Calibration,189119.000,0.29402,2.997528,2.742981,-0.08518982,-0.02770996,0.9959717,-0.03215027,-0.0272522,0.9990997,
Calibration,189219.000,0.29402,2.92894,2.752914,-0.08738708,-0.02838135,0.9957581,-0.03347778,-0.02935791,0.9989929,
Calibration,189328.000,0.29402,2.921951,2.756058,-0.08978271,-0.02890015,0.9955292,-0.03416443,-0.02687073,0.999054,
Calibration,189436.000,0.29402,2.983643,2.794556,-0.08544922,-0.0300293,0.9958801,-0.02947998,-0.02560425,0.9992371,
Calibration,189536.000,0.29402,2.985657,2.793793,-0.08607483,-0.02809143,0.9958801,-0.03468323,-0.02685547,0.9990234,
Calibration,189644.000,0.29402,2.952454,2.807541,-0.08155823,-0.03530884,0.9960327,-0.03118896,-0.02572632,0.999176,
Calibration,189744.000,0.29402,2.952316,2.826599,-0.08076477,-0.03347778,0.99617,-0.03088379,-0.02554321,0.9991913,
Calibration,189861.000,0.29402,2.996826,2.872604,-0.08477783,-0.03118896,0.9959106,-0.03311157,-0.02502441,0.9991302,
Calibration,189969.000,0.29402,3.066574,2.88858,-0.08639526,-0.02758789,0.9958649,-0.03289795,-0.02827454,0.999054,
Calibration,190077.000,0.3528309,3.19957,2.967819,-0.0917511,-0.02737427,0.9953918,-0.02513123,-0.02476501,0.9993744,
Calibration,190169.000,0.3528309,3.136566,2.99382,-0.08921814,-0.02735901,0.9956207,-0.03056335,-0.03111267,0.9990387,
Calibration,190277.000,0.3528309,3.037125,2.883331,-0.09155273,-0.02986145,0.9953461,-0.03414917,-0.02870178,0.9989929,
Calibration,190377.000,0.3528309,2.89389,2.72226,-0.08622742,-0.03436279,0.9956665,-0.03335571,-0.0271759,0.9990692,
Calibration,190477.000,0.3528309,2.725479,2.642944,-0.08483887,-0.03726196,0.9956818,-0.03442383,-0.03196716,0.9988861,
Calibration,190577.000,0.3528309,2.711426,2.596054,-0.08634949,-0.03401184,0.9956818,-0.03358459,-0.03083801,0.9989471,
Calibration,190669.000,0.3528309,2.729797,2.59581,-0.08804321,-0.03251648,0.995575,-0.03219604,-0.03135681,0.9989777,
Calibration,190777.000,0.3528309,2.730377,2.601517,-0.08666992,-0.03213501,0.9957123,-0.03311157,-0.02978516,0.9989929,
Calibration,190886.000,0.3528309,2.7939,2.640778,-0.08847046,-0.03244019,0.9955444,-0.03227234,-0.03178406,0.9989624,
Calibration,190986.000,0.3528309,2.882004,2.667664,-0.08781433,-0.03242493,0.9956055,-0.03210449,-0.03240967,0.9989471,
